Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
County,7/13/2020,34,NJ,34003,Bergen County,"268,580","668,112","2,885,944","870,545","742,209","327,483","409,558","376,854","92,174","36,712","20,076","5,807","4,526"
County,7/13/2020,34,NJ,34005,Burlington County,"111,885","333,499","1,412,036","391,326","315,998","154,250","205,484","221,123","74,147","36,169","9,593","1,983","1,963"
County,7/13/2020,34,NJ,34007,Camden County,"138,889","368,189","1,538,215","448,352","367,888","175,818","230,221","213,719","54,455","33,610","11,578","1,210","1,364"
County,7/13/2020,34,NJ,34009,Cape May County,"25,796","66,764","310,476","104,610","74,914","33,440","45,099","28,821","11,782","7,542","3,781",296,191
County,7/13/2020,34,NJ,34011,Cumberland County,"32,783","118,189","499,760","121,806","124,714","57,837","73,054","68,007","41,193","8,442","4,198",323,186
County,7/13/2020,34,NJ,34013,Essex County,"229,817","569,950","2,443,451","774,318","641,392","282,052","312,544","308,714","70,755","29,710","17,787","2,499","3,680"
County,7/13/2020,34,NJ,34015,Gloucester County,"67,603","223,805","998,161","289,115","219,223","104,312","143,757","162,953","46,505","20,719","10,347",945,285
County,7/13/2020,34,NJ,34017,Hudson County,"229,242","446,819","1,984,536","741,363","541,781","199,610","214,096","186,166","67,032","19,959","11,050","1,118","2,361"
County,7/13/2020,34,NJ,34019,Hunterdon County,"26,070","98,644","433,940","117,127","89,543","43,160","56,960","72,765","35,070","15,125","3,019",523,648
County,7/13/2020,34,NJ,34021,Mercer County,"97,506","272,305","1,131,438","330,576","289,162","145,749","149,364","121,698","59,506","26,443","5,395","1,702","1,843"
County,7/13/2020,34,NJ,34023,Middlesex County,"212,869","616,816","2,595,466","690,925","607,205","288,203","391,102","388,929","174,656","36,182","13,609","2,986","1,669"
County,7/13/2020,34,NJ,34025,Monmouth County,"153,095","468,259","2,117,203","600,333","517,378","258,862","290,047","254,525","142,218","41,761","8,053","2,368","1,658"
County,7/13/2020,34,NJ,34027,Morris County,"126,157","368,071","1,459,231","355,712","348,412","159,597","222,670","241,007","98,316","22,387","6,484","1,889","2,757"
County,7/13/2020,34,NJ,34029,Ocean County,"142,490","459,161","2,038,982","572,442","476,320","220,669","286,023","257,507","120,056","91,116","11,283","1,574","1,992"
County,7/13/2020,34,NJ,34031,Passaic County,"127,623","375,687","1,628,834","460,002","393,788","178,902","244,222","256,747","66,487","14,895","8,194","1,929","3,668"
County,7/13/2020,34,NJ,34033,Salem County,"14,601","48,006","229,853","66,193","45,012","23,880","37,072","38,283","12,800","3,967","2,038",546,62
County,7/13/2020,34,NJ,34035,Somerset County,"84,004","247,160","1,035,044","269,588","231,700","120,365","163,198","158,190","71,038","14,347","4,180",607,"1,831"
County,7/13/2020,34,NJ,34037,Sussex County,"32,794","108,005","435,258","105,901","87,437","42,586","62,849","80,410","43,479","9,804","1,741",445,606
County,7/13/2020,34,NJ,34039,Union County,"149,411","408,656","1,836,281","589,480","456,271","192,206","241,794","243,837","68,086","27,402","10,636","2,303","4,266"
County,7/13/2020,34,NJ,34041,Warren County,"23,511","82,268","342,820","92,152","72,444","32,231","45,283","58,407","25,712","14,008","1,803",247,533
County,7/14/2020,34,NJ,34001,Atlantic County,"66,923","198,506","917,032","257,222","208,933","99,372","158,031","113,522","46,798","25,923","6,469",419,343
County,7/14/2020,34,NJ,34003,Bergen County,"268,956","667,736","3,110,354","982,046","768,098","348,360","445,750","402,616","94,737","43,984","17,965","4,071","2,727"
County,7/14/2020,34,NJ,34005,Burlington County,"113,544","331,840","1,483,228","397,445","352,293","166,942","211,931","232,367","72,746","36,394","10,248","1,655","1,207"
County,7/14/2020,34,NJ,34007,Camden County,"139,318","367,760","1,607,384","497,664","373,159","180,796","231,060","220,099","61,190","30,793","10,626","1,140",857
County,7/14/2020,34,NJ,34009,Cape May County,"26,071","66,489","333,701","113,348","84,917","36,737","46,197","30,630","12,066","6,243","3,303",132,128
County,7/14/2020,34,NJ,34011,Cumberland County,"32,611","118,361","528,434","129,297","126,945","61,668","78,096","77,622","41,116","8,840","4,538",149,163
County,7/14/2020,34,NJ,34013,Essex County,"231,269","568,498","2,512,956","801,049","662,874","289,894","317,441","316,478","76,560","29,255","14,059","2,764","2,582"
County,7/14/2020,34,NJ,34015,Gloucester County,"66,879","224,529","1,045,460","281,775","239,720","107,738","156,767","178,069","52,152","20,199","8,103",702,235
County,7/14/2020,34,NJ,34017,Hudson County,"232,403","443,658","2,020,763","754,997","531,420","223,628","223,453","181,434","70,438","20,883","11,641","1,031","1,838"
County,7/14/2020,34,NJ,34019,Hunterdon County,"27,228","97,486","823,152","421,988","146,760","46,124","62,408","84,003","37,623","16,376","6,607",477,786
County,7/14/2020,34,NJ,34021,Mercer County,"98,965","270,846","1,163,925","331,980","287,505","148,169","157,769","137,183","65,896","26,223","7,001","1,098","1,101"
County,7/14/2020,34,NJ,34023,Middlesex County,"213,652","616,033","2,660,591","740,797","597,592","296,464","383,709","403,162","186,206","34,904","12,626","3,780","1,351"
County,7/14/2020,34,NJ,34025,Monmouth County,"153,812","467,542","2,257,844","659,069","550,575","282,470","288,402","285,994","141,410","38,852","8,269","1,438","1,365"
County,7/14/2020,34,NJ,34027,Morris County,"126,064","368,164","1,559,413","394,992","379,288","159,195","232,264","260,202","100,989","22,679","5,916","1,624","2,264"
County,7/14/2020,34,NJ,34029,Ocean County,"141,298","460,353","2,157,570","612,135","513,746","228,184","300,844","280,428","127,563","82,771","9,242","1,273","1,384"
County,7/14/2020,34,NJ,34031,Passaic County,"128,085","375,225","1,713,714","503,039","397,838","196,994","250,213","270,937","65,871","15,351","8,936","1,909","2,626"
County,7/14/2020,34,NJ,34033,Salem County,"14,227","48,380","221,854","58,740","43,404","22,713","33,702","41,873","15,462","3,574","1,878",407,101
County,7/14/2020,34,NJ,34035,Somerset County,"82,360","248,804","1,114,582","282,328","268,125","127,906","174,310","166,111","73,884","16,274","3,771",585,"1,288"
County,7/14/2020,34,NJ,34037,Sussex County,"31,995","108,804","457,993","114,132","89,066","44,571","69,185","84,607","44,124","9,761","1,480",308,759
County,7/14/2020,34,NJ,34039,Union County,"151,768","406,299","1,945,869","618,765","498,668","201,961","245,979","265,156","73,512","26,853","9,348","2,654","2,973"
County,7/14/2020,34,NJ,34041,Warren County,"23,257","82,522","362,929","95,252","84,358","36,048","42,937","58,465","28,978","14,265","1,697",357,572
County,7/15/2020,34,NJ,34041,Warren County,"23,110","82,669","356,861","84,655","84,887","34,299","45,560","61,614","30,008","13,425","1,710",352,351
County,7/15/2020,34,NJ,34001,Atlantic County,"66,048","199,381","949,737","271,228","216,626","104,112","159,423","116,681","51,726","23,768","5,456",395,322
County,7/15/2020,34,NJ,34003,Bergen County,"257,229","679,463","3,083,340","951,106","764,477","348,835","447,134","404,462","99,436","42,724","18,560","4,883","1,723"
County,7/15/2020,34,NJ,34005,Burlington County,"110,875","334,509","1,515,436","432,650","335,098","165,140","217,597","247,580","72,503","33,559","8,364","1,973",972
County,7/15/2020,34,NJ,34007,Camden County,"136,131","370,947","1,627,208","467,291","383,150","185,246","251,600","236,842","60,315","32,533","8,695",844,692
County,7/15/2020,34,NJ,34009,Cape May County,"25,420","67,140","321,645","101,932","84,335","36,478","46,968","30,543","11,951","5,963","3,042",303,130
County,7/15/2020,34,NJ,34011,Cumberland County,"32,420","118,552","533,390","131,071","131,670","67,379","74,261","73,897","42,245","8,936","3,584",301,46
County,7/15/2020,34,NJ,34013,Essex County,"221,889","577,878","2,460,395","741,826","624,870","322,060","337,042","313,952","75,046","28,031","13,180","2,729","1,659"
County,7/15/2020,34,NJ,34015,Gloucester County,"66,351","225,057","1,044,586","281,918","235,314","109,697","163,090","171,632","53,224","22,731","6,089",685,206
County,7/15/2020,34,NJ,34017,Hudson County,"219,923","456,138","2,082,885","767,889","551,701","218,590","253,820","190,834","66,844","20,570","10,349","1,111","1,177"
County,7/15/2020,34,NJ,34019,Hunterdon County,"26,991","97,723","582,727","231,541","106,053","46,441","59,970","79,843","38,533","15,682","3,291",538,835
County,7/15/2020,34,NJ,34021,Mercer County,"97,260","272,551","1,179,332","349,462","301,524","144,199","153,509","132,639","64,604","25,453","5,420","1,736",786
County,7/15/2020,34,NJ,34023,Middlesex County,"210,167","619,518","2,690,237","738,113","595,604","305,713","397,254","401,110","193,561","38,517","15,792","3,348","1,225"
County,7/15/2020,34,NJ,34025,Monmouth County,"148,633","472,721","2,266,385","675,279","554,680","260,407","301,129","282,072","142,438","40,831","7,057","1,324","1,168"
County,7/15/2020,34,NJ,34027,Morris County,"122,734","371,494","1,601,733","422,020","399,918","166,967","224,630","255,849","98,347","24,657","6,348","1,552","1,445"
County,7/15/2020,34,NJ,34029,Ocean County,"140,372","461,279","2,200,073","604,759","554,184","240,390","300,419","282,805","124,847","80,457","8,958","2,177","1,077"
County,7/15/2020,34,NJ,34031,Passaic County,"125,910","377,400","1,772,814","508,146","415,626","195,462","274,624","287,965","64,494","16,597","6,146","1,120","2,634"
County,7/15/2020,34,NJ,34033,Salem County,"13,842","48,765","222,132","59,289","43,588","22,477","35,266","41,410","14,071","3,672","2,099",222,38
County,7/15/2020,34,NJ,34035,Somerset County,"81,282","249,882","1,100,444","298,354","230,090","127,578","172,759","174,518","75,134","15,797","4,078",611,"1,525"
County,7/15/2020,34,NJ,34037,Sussex County,"31,766","109,033","464,441","110,633","98,670","46,770","64,312","85,173","45,151","10,806","2,289",100,537
County,7/15/2020,34,NJ,34039,Union County,"147,860","410,207","1,960,541","610,577","495,114","203,369","265,802","262,670","82,444","26,645","9,670","2,447","1,803"
County,7/16/2020,34,NJ,34001,Atlantic County,"65,886","199,543","935,196","265,819","215,506","93,751","155,588","120,768","49,152","27,592","6,162",605,253
County,7/16/2020,34,NJ,34003,Bergen County,"263,012","673,680","3,234,431","1,119,064","768,128","340,174","447,002","399,210","101,358","37,289","16,296","4,596","1,314"
County,7/16/2020,34,NJ,34005,Burlington County,"111,572","333,812","1,513,915","410,884","342,778","165,701","224,069","249,293","75,897","33,821","9,010","1,623",839
County,7/16/2020,34,NJ,34007,Camden County,"136,306","370,772","1,656,858","497,289","378,499","189,189","260,825","229,056","61,732","30,229","8,803",817,419
County,7/16/2020,34,NJ,34009,Cape May County,"26,107","66,453","328,185","112,583","81,197","34,738","46,444","31,724","11,488","6,585","3,013",331,82
County,7/16/2020,34,NJ,34011,Cumberland County,"33,237","117,735","514,083","119,799","124,988","57,791","75,462","79,285","42,498","10,015","3,799",350,96
County,7/16/2020,34,NJ,34013,Essex County,"225,955","573,812","2,550,267","809,192","637,632","317,401","335,523","330,283","78,548","26,405","11,260","2,801","1,222"
County,7/16/2020,34,NJ,34015,Gloucester County,"66,055","225,353","1,066,925","288,378","241,326","115,494","158,725","177,250","56,580","21,392","6,809",828,143
County,7/16/2020,34,NJ,34017,Hudson County,"226,319","449,742","2,113,018","791,661","558,200","217,542","245,642","199,644","62,816","23,881","11,487","1,102","1,043"
County,7/16/2020,34,NJ,34019,Hunterdon County,"25,891","98,823","829,456","447,404","144,679","45,411","61,206","75,599","37,758","13,846","2,143",878,532
County,7/16/2020,34,NJ,34021,Mercer County,"100,673","269,138","1,175,863","328,044","303,384","143,155","164,318","138,338","63,998","24,614","8,063","1,266",683
County,7/16/2020,34,NJ,34023,Middlesex County,"211,229","618,456","2,735,933","760,075","628,332","313,471","384,400","407,597","182,737","41,305","13,192","3,747","1,077"
County,7/16/2020,34,NJ,34025,Monmouth County,"152,721","468,633","2,310,019","706,840","565,801","271,832","285,986","290,790","136,537","42,467","7,103","1,913",750
County,7/16/2020,34,NJ,34027,Morris County,"124,180","370,048","1,589,948","413,998","377,251","173,534","240,005","257,206","94,953","24,372","6,662","1,200",767
County,7/16/2020,34,NJ,34029,Ocean County,"141,666","459,985","2,200,707","629,541","535,438","236,756","288,309","291,137","128,744","78,142","10,262","1,579",799
County,7/16/2020,34,NJ,34031,Passaic County,"126,712","376,598","1,775,270","519,931","426,794","195,577","264,554","271,820","68,215","16,478","7,569","1,212","3,120"
County,7/16/2020,34,NJ,34033,Salem County,"13,459","49,148","236,844","59,213","45,840","28,879","38,315","40,897","16,789","4,758","1,729",260,164
County,7/16/2020,34,NJ,34035,Somerset County,"82,889","248,275","1,130,354","287,352","264,592","135,875","167,380","181,388","69,934","17,500","5,510",335,488
County,7/16/2020,34,NJ,34037,Sussex County,"33,470","107,329","460,289","112,554","92,013","42,600","67,802","85,354","46,359","10,996","2,263",189,159
County,7/16/2020,34,NJ,34039,Union County,"149,837","408,230","1,955,326","624,792","483,150","210,061","249,536","267,413","80,020","25,999","10,546","2,655","1,154"
County,7/16/2020,34,NJ,34041,Warren County,"23,327","82,452","354,569","93,162","76,381","34,083","44,845","60,968","29,333","13,876","1,448",283,190
County,7/17/2020,34,NJ,34001,Atlantic County,"66,979","198,450","918,373","262,169","205,394","94,784","157,696","118,804","47,751","24,896","6,120",498,261
County,7/17/2020,34,NJ,34003,Bergen County,"264,950","671,742","2,974,903","891,133","734,744","337,745","455,304","397,324","90,316","40,809","21,341","4,630","1,557"
County,7/17/2020,34,NJ,34005,Burlington County,"112,006","333,378","1,487,202","403,070","326,954","162,184","236,594","233,957","77,165","35,843","9,514","1,278",643
County,7/17/2020,34,NJ,34007,Camden County,"139,620","367,458","1,634,103","483,988","385,973","190,896","244,981","225,358","63,271","30,380","7,487","1,196",573
County,7/17/2020,34,NJ,34009,Cape May County,"27,401","65,159","304,536","99,118","76,418","32,162","44,695","30,601","11,144","6,849","3,043",394,112
County,7/17/2020,34,NJ,34011,Cumberland County,"34,153","116,819","527,333","121,123","134,183","62,428","73,148","80,790","42,210","8,825","4,167",391,68
County,7/17/2020,34,NJ,34013,Essex County,"226,027","573,740","2,577,012","815,454","685,237","303,945","332,972","324,571","73,146","26,109","12,100","2,638",840
County,7/17/2020,34,NJ,34015,Gloucester County,"68,969","222,439","1,042,721","290,076","224,542","106,322","157,556","175,623","56,380","23,731","7,667",644,180
County,7/17/2020,34,NJ,34017,Hudson County,"219,444","456,617","2,141,355","786,520","582,813","222,886","235,646","207,888","67,815","22,057","13,852",849,"1,029"
County,7/17/2020,34,NJ,34019,Hunterdon County,"26,398","98,316","633,264","279,869","118,671","45,932","53,972","78,847","35,234","17,173","2,692",325,549
County,7/17/2020,34,NJ,34021,Mercer County,"100,022","269,789","1,216,054","345,098","319,472","139,782","161,618","140,507","72,764","27,344","7,612","1,427",430
County,7/17/2020,34,NJ,34023,Middlesex County,"213,285","616,400","2,679,595","733,119","604,313","321,161","382,500","402,619","176,833","38,890","15,505","3,682",973
County,7/17/2020,34,NJ,34025,Monmouth County,"157,492","463,862","2,179,632","616,752","545,428","266,425","297,196","274,550","131,961","37,285","8,024","1,613",398
County,7/17/2020,34,NJ,34027,Morris County,"125,510","368,718","1,550,441","393,442","375,440","165,599","235,004","246,177","103,277","21,129","8,130","1,494",749
County,7/17/2020,34,NJ,34029,Ocean County,"148,125","453,526","2,058,364","558,479","503,044","228,067","280,236","275,995","125,111","75,539","9,584","1,669",640
County,7/17/2020,34,NJ,34031,Passaic County,"125,567","377,743","1,744,763","512,326","426,611","184,872","251,336","281,445","58,731","15,368","9,850","2,269","1,955"
